(195,182),(195,167),(99,195),(167,195),(182,99),(195,167),(122,195),(182,195),(167,195),(182,195),-0.322x+232.799,16.800,722.954,26.888
(167,195),(182,50),(49,51),(57,50),(49,196),(177,57),(48,51),(113,119),(195,167),(101,100),0.216x+79.067,49.000,3302.355,57.466
(97,195),(182,100),(46,195),(167,195),(182,107),(113,108),(195,182),(113,195),(182,97),(108,100),-0.353x+196.345,39.300,1770.711,42.080
(97,46),(195,167),(122,195),(182,100),(197,159),(108,115),(195,182),(100,48),(108,46),(195,167),0.896x+-11.772,30.600,1671.868,40.888
(195,182),(122,195),(167,195),(182,99),(196,159),(97,115),(195,188),(196,159),(113,195),(188,196),0.075x+155.958,27.800,1122.144,33.498
(159,113),(196,159),(226,130),(172,194),(182,226),(130,172),(195,162),(195,162),(195,167),(99,46),0.639x+41.310,31.300,1629.472,40.367
(97,115),(108,114),(51,195),(167,46),(195,182),(195,182),(195,182),(195,182),(195,167),(195,182),0.180x+126.018,33.300,1970.894,44.395
(195,167),(195,182),(42,196),(159,195),(188,10),(197,159),(46,122),(195,188),(120,195),(188,113),-0.158x+176.770,43.500,2982.287,54.610
(196,159),(119,195),(167,100),(97,197),(159,115),(100,105),(99,119),(113,112),(226,130),(172,195),-0.017x+145.095,34.600,1435.703,37.891
(162,194),(182,195),(162,194),(167,195),(162,194),(167,100),(92,92),(195,162),(92,195),(162,194),0.357x+116.413,30.900,1383.482,37.195
(167,92),(112,42),(51,49),(50,52),(105,197),(159,100),(97,100),(97,115),(105,100),(195,167),0.509x+43.503,31.000,1720.696,41.481
(196,159),(49,50),(51,52),(48,42),(51,50),(116,119),(101,111),(109,115),(107,108),(10,97),0.605x+39.603,16.500,477.037,21.841
(195,167),(115,46),(99,195),(167,97),(99,197),(159,108),(195,182),(97,115),(197,159),(100,107),0.187x+110.684,39.300,2185.636,46.751
(119,113),(111,195),(167,102),(46,195),(167,46),(195,182),(197,159),(105,97),(197,159),(100,195),-0.251x+179.503,43.500,2273.015,47.676
(188,113),(196,159),(119,112),(101,113),(119,196),(159,97),(115,107),(100,106),(107,108),(119,113),0.164x+100.647,20.000,818.117,28.603
(106,101),(107,108),(97,100),(108,107),(115,97),(100,107),(108,115),(97,107),(100,108),(97,115),-0.293x+136.870,3.700,28.303,5.320
(100,97),(115,107),(100,107),(97,115),(100,107),(115,97),(107,100),(107,100),(195,182),(195,167),0.756x+24.815,7.300,81.063,9.004
(99,195),(167,195),(182,99),(195,167),(122,195),(182,195),(167,195),(182,195),(167,195),(182,50),-0.613x+268.972,35.300,2067.905,45.474
(49,51),(57,50),(49,196),(177,57),(48,51),(113,119),(195,167),(101,100),(97,195),(182,100),0.152x+92.375,47.200,3078.349,55.483
(46,195),(167,195),(182,107),(113,108),(195,182),(113,195),(182,97),(108,100),(97,46),(195,167),0.069x+129.567,46.900,2584.816,50.841
(122,195),(182,100),(197,159),(108,115),(195,182),(100,48),(108,46),(195,167),(195,182),(122,195),0.662x+38.010,37.100,2279.796,47.747
(167,195),(182,99),(196,159),(97,115),(195,188),(196,159),(113,195),(188,196),(159,113),(196,159),0.188x+126.129,28.500,1202.418,34.676
(226,130),(172,194),(182,226),(130,172),(195,162),(195,162),(195,167),(99,46),(97,115),(108,114),0.605x+52.034,29.000,1518.836,38.972
(51,195),(167,46),(195,182),(195,182),(195,182),(195,182),(195,167),(195,182),(195,167),(195,182),-0.037x+173.363,23.400,1674.811,40.924
(42,196),(159,195),(188,10),(197,159),(46,122),(195,188),(120,195),(188,113),(196,159),(119,195),-0.252x+189.721,43.100,2932.811,54.155
(167,100),(97,197),(159,115),(100,105),(99,119),(113,112),(226,130),(172,195),(162,194),(182,195),0.172x+120.766,37.900,1610.078,40.126
(162,194),(167,195),(162,194),(167,100),(92,92),(195,162),(92,195),(162,194),(167,92),(112,42),0.509x+70.819,47.200,2777.207,52.699
(51,49),(50,52),(105,197),(159,100),(97,100),(97,115),(105,100),(195,167),(196,159),(49,50),0.673x+34.574,21.200,1143.045,33.809
(51,52),(48,42),(51,50),(116,119),(101,111),(109,115),(107,108),(10,122),(195,182),(195,167),0.606x+47.224,18.100,767.991,27.713
(195,182),(195,167),(195,182),(50,49),(51,57),(50,49),(196,177),(57,48),(51,113),(119,195),0.797x+29.570,22.000,896.890,29.948
(167,101),(100,97),(195,182),(100,46),(195,167),(195,182),(107,113),(108,195),(182,113),(195,182),0.626x+41.209,29.600,1568.267,39.601
(97,108),(100,97),(46,195),(167,122),(195,182),(100,197),(159,108),(115,195),(182,100),(48,108),-0.120x+155.685,39.600,1753.180,41.871
(46,195),(167,195),(182,122),(195,167),(195,182),(99,196),(159,97),(115,195),(188,196),(159,113),-0.262x+205.277,29.800,1259.888,35.495
(195,188),(196,159),(113,196),(159,226),(130,172),(194,182),(226,130),(172,195),(162,195),(162,195),-0.439x+258.880,16.700,402.495,20.062
(167,99),(46,97),(115,108),(114,51),(195,167),(46,195),(182,195),(182,195),(182,195),(182,195),0.386x+95.208,39.500,2294.794,47.904
(167,195),(182,195),(167,195),(182,42),(196,159),(195,188),(10,197),(159,46),(122,195),(188,120),-0.301x+200.415,46.300,3255.343,57.056
(195,188),(113,196),(159,119),(195,167),(100,97),(197,159),(115,100),(105,99),(119,113),(112,226),0.368x+94.445,33.900,1777.253,42.157
(130,172),(195,162),(194,182),(195,162),(194,167),(195,162),(194,167),(100,92),(92,195),(162,92),0.180x+125.626,22.300,1047.290,32.362
(195,162),(194,167),(92,112),(42,51),(49,50),(52,105),(197,159),(100,97),(100,97),(115,105),0.636x+38.238,10.300,207.562,14.407
(100,195),(167,196),(159,49),(50,51),(52,48),(42,51),(50,116),(119,101),(111,109),(115,107),0.557x+48.512,36.400,2270.992,47.655
(108,10),(97,195),(167,115),(46,99),(195,167),(97,99),(197,159),(108,195),(182,97),(115,197),0.161x+112.238,47.100,3207.824,56.638
(159,100),(107,119),(113,111),(195,167),(102,46),(195,167),(46,195),(182,197),(159,105),(97,197),0.062x+131.983,43.100,2383.643,48.823
(159,100),(195,188),(113,196),(159,119),(112,101),(113,119),(196,159),(97,115),(107,100),(106,107),0.445x+70.055,21.500,961.888,31.014
(108,119),(113,106),(101,107),(108,97),(100,108),(107,115),(97,100),(107,108),(115,97),(107,100),-0.107x+117.042,5.200,48.890,6.992
(108,97),(115,100),(97,115),(107,100),(107,97),(115,100),(107,115),(97,107),(100,107),(100,195),-1.786x+301.338,16.700,655.263,25.598
(182,195),(167,99),(195,167),(195,182),(99,195),(167,122),(195,182),(195,167),(195,182),(195,167),-0.010x+167.665,21.700,887.677,29.794
(195,182),(50,49),(51,57),(50,49),(196,177),(57,48),(51,113),(119,195),(167,101),(100,97),0.740x+30.130,25.800,1219.285,34.918
(195,182),(100,46),(195,167),(195,182),(107,113),(108,195),(182,113),(195,182),(97,108),(100,97),0.653x+42.200,24.100,1344.972,36.674
(46,195),(167,122),(195,182),(100,197),(159,108),(115,195),(182,100),(48,108),(46,195),(167,195),-0.206x+184.972,37.000,1584.611,39.807
(182,122),(195,167),(195,182),(99,196),(159,97),(115,195),(188,196),(159,113),(195,188),(196,159),-0.146x+186.146,30.100,1249.227,35.344
(113,196),(159,226),(130,172),(194,182),(226,130),(172,195),(162,195),(162,195),(167,99),(46,97),0.214x+135.952,34.700,1681.157,41.002
(115,108),(114,51),(195,167),(46,195),(182,195),(182,195),(182,195),(182,195),(167,195),(182,195),0.398x+107.474,32.900,1911.985,43.726
(167,195),(182,42),(196,159),(195,188),(10,197),(159,46),(122,195),(188,120),(195,188),(113,196),-0.344x+205.078,45.600,3103.236,55.707
(159,119),(195,167),(100,97),(197,159),(115,100),(105,99),(119,113),(112,226),(130,172),(195,162),0.371x+88.390,27.400,1429.254,37.805
(194,182),(195,162),(194,167),(195,162),(194,167),(100,92),(92,195),(162,92),(195,162),(194,167),0.252x+111.554,20.600,987.882,31.431
(92,112),(42,51),(49,50),(52,105),(197,159),(100,97),(100,97),(115,105),(100,195),(167,196),0.760x+39.634,26.900,1108.602,33.296
(159,49),(50,51),(52,48),(42,51),(50,116),(119,101),(111,109),(115,107),(108,10),(97,195),0.116x+73.269,40.400,2477.545,49.775
(167,115),(46,99),(195,167),(97,99),(197,159),(108,195),(182,97),(115,197),(159,100),(107,119),0.103x+120.597,34.000,1472.295,38.370
(113,111),(195,167),(102,46),(195,167),(46,195),(182,197),(159,105),(97,197),(159,100),(195,188),0.124x+129.442,43.900,2488.296,49.883
(113,196),(159,119),(112,101),(113,119),(196,159),(97,115),(107,100),(106,107),(108,119),(113,106),0.368x+79.102,16.300,713.569,26.713
(101,107),(108,97),(100,108),(107,115),(97,100),(107,108),(115,97),(107,100),(108,97),(115,100),-0.363x+141.581,4.100,30.368,5.511
(97,115),(107,100),(107,97),(115,100),(107,115),(97,107),(100,107),(10,100),(195,182),(195,167),0.471x+65.783,12.900,264.852,16.274
(99,195),(167,195),(182,99),(195,167),(122,195),(182,195),(167,195),(182,195),(167,195),(182,50),-0.613x+268.972,35.300,2067.905,45.474
(49,51),(57,50),(49,196),(177,57),(48,51),(113,119),(195,167),(101,100),(97,195),(182,100),0.152x+92.375,47.200,3078.349,55.483
(46,195),(167,195),(182,107),(113,108),(195,182),(113,195),(182,97),(108,100),(97,46),(195,167),0.069x+129.567,46.900,2584.816,50.841
(122,195),(182,100),(197,159),(108,115),(195,182),(100,48),(108,46),(195,167),(195,182),(122,195),0.662x+38.010,37.100,2279.796,47.747
(167,195),(182,99),(196,159),(97,115),(195,188),(196,159),(113,195),(188,196),(159,113),(196,159),0.188x+126.129,28.500,1202.418,34.676
(226,130),(172,194),(182,226),(130,172),(195,162),(195,162),(195,167),(99,46),(97,115),(108,114),0.605x+52.034,29.000,1518.836,38.972
(51,195),(167,46),(195,182),(195,182),(195,182),(195,182),(195,167),(195,182),(195,167),(195,182),-0.037x+173.363,23.400,1674.811,40.924
(42,196),(159,195),(188,10),(197,159),(46,122),(195,188),(120,195),(188,113),(196,159),(119,195),-0.252x+189.721,43.100,2932.811,54.155
(167,100),(97,197),(159,115),(100,105),(99,119),(113,112),(226,130),(172,195),(162,194),(182,195),0.172x+120.766,37.900,1610.078,40.126
(162,194),(167,195),(162,194),(167,100),(92,92),(195,162),(92,195),(162,194),(167,92),(112,42),0.509x+70.819,47.200,2777.207,52.699
(51,49),(50,52),(105,197),(159,100),(97,100),(97,115),(105,100),(195,167),(196,159),(49,50),0.673x+34.574,21.200,1143.045,33.809
(51,52),(48,42),(51,50),(116,119),(101,111),(109,115),(107,108),(10,97),(195,167),(115,46),0.545x+41.478,23.800,826.731,28.753
(99,195),(167,97),(99,197),(159,108),(195,182),(97,115),(197,159),(100,107),(119,113),(111,195),-0.080x+157.569,38.900,1618.031,40.225
(167,102),(46,195),(167,46),(195,182),(197,159),(105,97),(197,159),(100,195),(188,113),(196,159),-0.207x+172.947,40.300,2065.404,45.447
(119,112),(101,113),(119,196),(159,97),(115,107),(100,106),(107,108),(119,113),(106,101),(107,108),-0.034x+120.032,15.500,732.586,27.066
(97,100),(108,107),(115,97),(100,107),(108,115),(97,107),(100,108),(97,115),(100,97),(115,107),-0.111x+117.520,4.300,36.222,6.019
(100,107),(97,115),(100,107),(115,97),(107,100),(10,107),(100,195),(182,195),(167,99),(195,167),0.327x+90.598,28.100,1183.645,34.404
(195,182),(99,195),(167,122),(195,182),(195,167),(195,182),(195,167),(195,182),(50,49),(51,57),0.688x+42.732,20.500,987.654,31.427
(50,49),(196,177),(57,48),(51,113),(119,195),(167,101),(100,97),(195,182),(100,46),(195,167),0.701x+31.254,29.300,1499.650,38.725
(195,182),(107,113),(108,195),(182,113),(195,182),(97,108),(100,97),(46,195),(167,122),(195,182),0.094x+135.826,36.800,1497.590,38.699
(100,197),(159,108),(115,195),(182,100),(48,108),(46,195),(167,195),(182,122),(195,167),(195,182),-0.115x+172.820,37.000,1553.648,39.416
(99,196),(159,97),(115,195),(188,196),(159,113),(195,188),(196,159),(113,196),(159,226),(130,172),-0.230x+208.639,28.600,1406.685,37.506
(194,182),(226,130),(172,195),(162,195),(162,195),(167,99),(46,97),(115,108),(114,51),(195,167),0.538x+58.363,35.500,1720.485,41.479
(46,195),(182,195),(182,195),(182,195),(182,195),(167,195),(182,195),(167,195),(182,42),(196,159),-0.201x+209.564,29.400,2045.548,45.228
(195,188),(10,197),(159,46),(122,195),(188,120),(195,188),(113,196),(159,119),(195,167),(100,97),-0.158x+173.979,43.000,2420.978,49.203
(197,159),(115,100),(105,99),(119,113),(112,226),(130,172),(195,162),(194,182),(195,162),(194,167),0.333x+102.363,25.100,1247.400,35.319
(195,162),(194,167),(100,92),(92,195),(162,92),(195,162),(194,167),(92,112),(42,51),(49,50),0.575x+49.415,22.600,1280.724,35.787
(52,105),(197,159),(100,97),(100,97),(115,105),(100,195),(167,196),(159,49),(50,51),(52,48),0.544x+50.769,33.800,2138.670,46.246
(42,51),(50,116),(119,101),(111,109),(115,107),(108,10),(97,195),(167,115),(46,99),(195,167),0.365x+68.660,31.700,2109.491,45.929
(97,99),(197,159),(108,195),(182,97),(115,197),(159,100),(107,119),(113,111),(195,167),(102,46),0.222x+98.461,37.000,2065.729,45.450
(195,167),(46,195),(182,197),(159,105),(97,197),(159,100),(195,188),(113,196),(159,119),(112,101),-0.172x+180.893,38.900,1713.221,41.391
(113,119),(196,159),(97,115),(107,100),(106,107),(108,119),(113,106),(101,107),(108,97),(100,108),0.540x+51.670,5.600,55.562,7.454
(107,115),(97,100),(107,108),(115,97),(107,100),(108,97),(115,100),(97,115),(107,100),(107,97),-0.513x+157.632,4.700,37.057,6.087
(115,100),(107,115),(97,107),(10,100),(107,100),(195,182),(195,167),(99,195),(167,195),(182,99),0.350x+91.422,29.300,1288.198,35.891
(195,167),(122,195),(182,195),(167,195),(182,195),(167,195),(182,50),(49,51),(57,50),(49,196),0.456x+87.202,49.800,3538.012,59.481
(177,57),(48,51),(113,119),(195,167),(101,100),(97,195),(182,100),(46,195),(167,195),(182,107),-0.049x+135.031,47.000,2797.381,52.890
(113,108),(195,182),(113,195),(182,97),(108,100),(97,46),(195,167),(122,195),(182,100),(197,159),0.343x+83.239,39.300,2161.793,46.495
(108,115),(195,182),(100,48),(108,46),(195,167),(195,182),(122,195),(167,195),(182,99),(196,159),0.860x+3.977,34.000,1853.858,43.056
(97,115),(195,188),(196,159),(113,195),(188,196),(159,113),(196,159),(226,130),(172,194),(182,226),0.148x+142.015,32.400,1307.964,36.166
(130,172),(195,162),(195,162),(195,167),(99,46),(97,115),(108,114),(51,195),(167,46),(195,182),0.172x+111.493,40.600,2558.378,50.580
(195,182),(195,182),(195,182),(195,167),(195,182),(195,167),(195,182),(42,196),(159,195),(188,10),-0.231x+205.061,29.400,2621.819,51.204
(197,159),(46,122),(195,188),(120,195),(188,113),(196,159),(119,195),(167,100),(97,197),(159,115),-0.096x+168.617,33.600,1333.827,36.522
(100,105),(99,119),(113,112),(226,130),(172,195),(162,194),(182,195),(162,194),(167,195),(162,194),0.553x+77.809,28.100,1057.415,32.518
(167,100),(92,92),(195,162),(92,195),(162,194),(167,92),(112,42),(51,49),(50,52),(105,197),0.506x+57.152,47.200,3048.123,55.210
(159,100),(97,100),(97,115),(105,100),(195,167),(196,159),(49,50),(51,52),(48,42),(51,50),0.716x+18.435,10.400,220.692,14.856
(116,119),(101,111),(109,115),(107,108),(10,97),(195,167),(115,46),(99,195),(167,97),(99,197),0.142x+109.294,34.500,1985.585,44.560
(159,108),(195,182),(97,115),(197,159),(100,107),(119,113),(111,195),(167,102),(46,195),(167,46),-0.229x+163.234,40.100,2019.167,44.935
(195,182),(197,159),(105,97),(197,159),(100,195),(188,113),(196,159),(119,112),(101,113),(119,196),0.160x+124.164,28.300,1189.215,34.485
(159,97),(115,107),(100,106),(107,108),(119,113),(106,101),(107,108),(97,100),(108,107),(115,97),-0.103x+116.070,3.600,22.744,4.769
(100,107),(108,115),(97,107),(100,108),(97,115),(100,97),(115,107),(100,107),(97,115),(100,107),-0.017x+110.211,3.400,27.042,5.200
(115,97),(10,107),(100,107),(100,195),(182,195),(167,99),(195,167),(195,182),(99,195),(167,122),0.231x+115.879,35.000,1550.037,39.371
(195,182),(195,167),(195,182),(195,167),(195,182),(50,49),(51,57),(50,49),(196,177),(57,48),0.875x+5.317,4.800,37.160,6.096
(51,113),(119,195),(167,101),(100,97),(195,182),(100,46),(195,167),(195,182),(107,113),(108,195),0.470x+76.228,33.900,1885.870,43.427
(182,113),(195,182),(97,108),(100,97),(46,195),(167,122),(195,182),(100,197),(159,108),(115,195),-0.125x+166.843,39.000,1643.437,40.539
(182,100),(48,108),(46,195),(167,195),(182,122),(195,167),(195,182),(99,196),(159,97),(115,195),-0.122x+172.587,38.400,1658.820,40.729
(188,196),(159,113),(195,188),(196,159),(113,196),(159,226),(130,172),(194,182),(226,130),(172,195),-0.291x+226.059,24.200,935.686,30.589
(162,195),(162,195),(167,99),(46,97),(115,108),(114,51),(195,167),(46,195),(182,195),(182,195),0.357x+100.772,41.400,2393.162,48.920
(182,195),(182,195),(167,195),(182,195),(167,195),(182,42),(196,159),(195,188),(10,197),(159,46),-0.159x+186.545,45.800,3450.843,58.744
(122,195),(188,120),(195,188),(113,196),(159,119),(195,167),(100,97),(197,159),(115,100),(105,99),0.328x+95.117,31.300,1367.661,36.982
(119,113),(112,226),(130,172),(195,162),(194,182),(195,162),(194,167),(195,162),(194,167),(100,92),0.251x+119.679,21.800,1094.686,33.086
(92,195),(162,92),(195,162),(194,167),(92,112),(42,51),(49,50),(52,105),(197,159),(100,97),0.504x+59.729,24.900,1309.744,36.190
(100,97),(115,105),(100,195),(167,196),(159,49),(50,51),(52,48),(42,51),(50,116),(119,101),0.555x+47.981,37.000,2278.070,47.729
(111,109),(115,107),(108,10),(97,195),(167,115),(46,99),(195,167),(97,99),(197,159),(108,195),0.339x+83.392,35.600,2561.177,50.608
(182,97),(115,197),(159,100),(107,119),(113,111),(195,167),(102,46),(195,167),(46,195),(182,197),0.055x+131.903,44.100,2447.752,49.475
(159,105),(97,197),(159,100),(195,188),(113,196),(159,119),(112,101),(113,119),(196,159),(97,115),0.049x+132.987,35.100,1487.078,38.563
(107,100),(106,107),(108,119),(113,106),(101,107),(108,97),(100,108),(107,115),(97,100),(107,108),0.273x+77.906,4.400,39.330,6.271
(115,97),(107,100),(108,97),(115,100),(97,115),(107,100),(107,97),(115,10),(100,107),(115,97),-2.213x+332.382,14.500,590.629,24.303
(107,100),(107,100),(195,182),(195,167),(99,195),(167,195),(182,99),(195,167),(122,195),(182,195),0.250x+120.778,32.900,1545.096,39.308
(167,195),(182,195),(167,195),(182,50),(49,51),(57,50),(49,196),(177,57),(48,51),(113,119),0.364x+72.498,57.500,4117.595,64.168
(195,167),(101,100),(97,195),(182,100),(46,195),(167,195),(182,107),(113,108),(195,182),(113,195),-0.177x+179.084,39.300,1707.782,41.325
(182,97),(108,100),(97,46),(195,167),(122,195),(182,100),(197,159),(108,115),(195,182),(100,48),0.662x+22.599,33.500,1736.830,41.675
(108,46),(195,167),(195,182),(122,195),(167,195),(182,99),(196,159),(97,115),(195,188),(196,159),0.599x+51.536,30.000,1636.250,40.451
(113,195),(188,196),(159,113),(196,159),(226,130),(172,194),(182,226),(130,172),(195,162),(195,162),-0.262x+216.847,22.400,940.925,30.675
(195,167),(99,46),(97,115),(108,114),(51,195),(167,46),(195,182),(195,182),(195,182),(195,182),0.327x+92.201,40.000,2684.863,51.816
(195,167),(195,182),(195,167),(195,182),(42,196),(159,195),(188,10),(197,159),(46,122),(195,188),-0.033x+162.077,36.500,2817.566,53.081
(120,195),(188,113),(196,159),(119,195),(167,100),(97,197),(159,115),(100,105),(99,119),(113,112),-0.263x+176.725,35.200,1415.062,37.617
(226,130),(172,195),(162,194),(182,195),(162,194),(167,195),(162,194),(167,100),(92,92),(195,162),0.343x+107.311,35.200,1481.568,38.491
(92,195),(162,194),(167,92),(112,42),(51,49),(50,52),(105,197),(159,100),(97,100),(97,115),0.492x+59.921,47.100,3008.338,54.848
(105,100),(195,167),(196,159),(49,50),(51,52),(48,42),(51,50),(116,119),(101,111),(109,115),0.800x+14.866,7.700,89.654,9.469
(107,108),(10,97),(195,167),(115,46),(99,195),(167,97),(99,197),(159,108),(195,182),(97,115),0.215x+104.493,38.900,2188.396,46.780
(197,159),(100,107),(119,113),(111,195),(167,102),(46,195),(167,46),(195,182),(197,159),(105,97),-0.102x+149.838,42.900,2203.102,46.937
(197,159),(100,195),(188,113),(196,159),(119,112),(101,113),(119,196),(159,97),(115,107),(100,106),0.030x+131.518,32.400,1302.035,36.084
(107,108),(119,113),(106,101),(107,108),(97,100),(108,107),(115,97),(100,107),(108,115),(97,107),0.157x+89.561,3.600,27.082,5.204
(100,108),(97,115),(100,97),(115,107),(100,107),(97,115),(10,100),(107,115),(97,107),(100,107),0.090x+99.530,3.300,27.293,5.224
(100,195),(182,195),(167,99),(195,167),(195,182),(99,195),(167,122),(195,182),(195,167),(195,182),-0.161x+195.859,22.800,930.654,30.507
